timestamp,start_latitude,start_longitude,end_latitude,end_longitude,current_speed_kmh,free_flow_speed_kmh,current_travel_time_seconds,free_flow_travel_time_seconds,traffic_confidence,travel_time_seconds,distance_meters,traffic_delay_seconds,incident_type,weather_condition,road_type,poi_category,traffic_level
2025-05-06T20:34:08.199851,38.25401820092921,-85.88369094231618,38.16676818975013,-85.76532499240547,88,88,302,302,1.0,1466,27919,0,none,rain,arterial,none,low
2025-05-06T20:34:11.116051,38.23001410435757,-85.5575336211746,38.25153127713542,-85.83323612185,113,113,111,111,1.0,1716,30903,65,none,snow,local,none,low
2025-05-06T20:34:13.922208,38.30908739400402,-85.63269378959845,38.26782388129674,-85.61763571722204,64,73,365,320,1.0,615,5724,0,none,rain,arterial,none,moderate
2025-05-06T20:34:16.822975,38.14311137039808,-85.83309095623794,38.177755398385486,-85.69290646808436,62,62,89,89,1.0,1229,17484,0,none,snow,arterial,none,low
2025-05-06T20:34:19.841402,38.28867673428869,-85.83774509633324,38.33913416184284,-85.59510364333022,105,105,80,80,1.0,1808,37037,0,none,snow,local,none,low
2025-05-06T20:34:22.622619,38.23097529016055,-85.56262842426051,38.18748451279731,-85.70507445479117,113,113,111,111,1.0,1043,16590,0,none,snow,local,none,low
2025-05-06T20:34:25.411722,38.31668274030309,-85.903248280787,38.33954755931144,-85.83573741977855,67,83,103,83,1.0,1130,12491,0,none,snow,highway,none,moderate
2025-05-06T20:34:28.731923,38.23270839734775,-85.50698919320078,38.19145783639146,-85.88593292755661,109,109,73,73,1.0,2059,43175,0,none,snow,arterial,none,low
2025-05-06T20:34:31.457873,38.12103069034105,-85.60398574805632,38.14134913169619,-85.53034987964219,116,116,108,108,1.0,636,10760,0,none,snow,arterial,none,low
2025-05-06T20:34:34.220432,38.15812015881615,-85.9000657980988,38.24518952114687,-85.60101706478086,50,58,371,319,0.842245,1867,35445,0,none,snow,highway,none,moderate
2025-05-06T20:34:37.119747,38.20767581824009,-85.58182452977724,38.29504114984903,-85.81291501575065,53,53,227,227,1.0,1474,27888,42,none,clear,local,none,low
2025-05-06T20:34:40.861871,38.29158865501464,-85.66175823679617,38.32503982706458,-85.64202529358477,107,107,178,178,1.0,940,10626,0,none,snow,highway,none,low
2025-05-06T20:34:43.669519,38.28291435401117,-85.60739116618083,38.27122257906087,-85.86798855871466,54,54,400,400,1.0,1641,28616,0,none,fog,local,none,low
2025-05-06T20:34:46.613483,38.255144389427365,-85.87613818936582,38.224689831133446,-85.90033552667121,88,88,302,302,1.0,328,4769,0,none,snow,arterial,none,low
2025-05-06T20:34:49.395531,38.337463384924206,-85.85461407299728,38.17441364419565,-85.65682446416537,109,109,124,124,1.0,1944,38525,0,none,snow,arterial,none,low
2025-05-06T20:34:52.529608,38.213926969238365,-85.87486828364516,38.19683700930666,-85.77416925340816,85,85,448,448,1.0,1416,29884,0,none,clear,highway,none,low
2025-05-06T20:34:55.730265,38.2162707005288,-85.72666727762262,38.159837033108666,-85.69718151199635,48,59,195,158,1.0,723,9315,0,none,snow,highway,none,moderate
2025-05-06T20:34:58.668857,38.25279255167487,-85.85132682884833,38.16211207559826,-85.7152010903677,88,88,302,302,1.0,1705,27719,0,none,rain,arterial,none,low
2025-05-06T20:35:02.060009,38.15189740222333,-85.8175692093792,38.23068173507794,-85.5487307433004,58,58,121,121,1.0,1593,31571,0,none,rain,highway,none,low
2025-05-06T20:35:05.958539,38.31959242344405,-85.7502941429177,38.29912151913728,-85.85855749246036,67,67,103,103,1.0,1001,16644,0,none,fog,local,none,low
2025-05-06T20:35:09.758390,38.22312164052015,-85.6777515603433,38.32410479385709,-85.84887346822944,53,53,94,94,1.0,1795,28047,32,none,clear,arterial,none,low
2025-05-06T20:35:13.509538,38.21079722686472,-85.82475107630299,38.27707683196964,-85.9217305080031,109,109,57,57,1.0,1034,21652,0,none,clear,arterial,none,low
2025-05-06T20:35:16.980476,38.16382371547866,-85.58210319723875,38.159998269943095,-85.53067510729389,46,70,79,52,1.0,781,7689,0,none,clear,local,none,high
2025-05-06T20:35:20.045517,38.30101388453466,-85.70206509048448,38.2681570294162,-85.65822781571174,57,57,138,138,1.0,1160,17188,0,none,clear,arterial,none,low
2025-05-06T20:35:23.580655,38.33772725631946,-85.8276284183404,38.2424823287782,-85.54588673735523,109,109,124,124,1.0,1706,39264,0,none,clear,highway,none,low
2025-05-06T20:35:26.414100,38.2342939915615,-85.7485507269942,38.25559516692425,-85.61073061403593,22,26,226,191,0.867556,893,18093,0,none,clear,arterial,none,moderate
2025-05-06T20:35:29.677185,38.30139555636,-85.84764506950859,38.14678336715647,-85.61689370115225,84,84,24,24,1.0,2164,50408,0,none,rain,highway,none,low
2025-05-06T20:35:35.199146,38.17869937175051,-85.6868524855085,38.344127233473706,-85.60544525987228,69,69,55,55,1.0,1543,25979,0,none,fog,highway,none,low
2025-05-06T20:35:40.861994,38.20720002556898,-85.8366924352753,38.17724297974957,-85.52579536055536,62,62,66,66,1.0,2024,41934,0,none,fog,arterial,none,low
2025-05-06T20:35:43.947641,38.26357682614368,-85.61761816730765,38.17869439972567,-85.8434495825486,41,55,77,57,1.0,1314,26208,0,none,clear,highway,none,high
2025-05-06T20:35:47.332633,38.19820080588566,-85.58210647981592,38.13527790164998,-85.52470218574665,58,58,151,151,1.0,988,11163,0,none,clear,arterial,none,low
2025-05-06T20:35:50.405574,38.182427421993815,-85.65783214769804,38.13270609378195,-85.83041751275094,75,75,37,37,1.0,1719,24279,0,none,clear,highway,none,low
2025-05-06T20:35:53.212106,38.21518453404908,-85.88095912348678,38.13354660474835,-85.54433691865695,85,85,448,448,1.0,2239,53698,0,none,snow,highway,none,low
2025-05-06T20:35:57.269597,38.280402543045895,-85.83851165124449,38.21539028412089,-85.86165886599757,62,62,423,423,1.0,661,9545,0,none,snow,local,none,low
2025-05-06T20:36:00.064275,38.224291263539904,-85.52556959328562,38.25377412571957,-85.71333536677028,110,110,94,94,1.0,1086,20036,0,none,rain,highway,none,low
2025-05-06T20:36:02.777050,38.3475568894241,-85.75590261979305,38.24880702574059,-85.85129257867283,63,63,42,42,1.0,1090,23862,0,none,snow,arterial,none,low
2025-05-06T20:36:05.681909,38.16995428438594,-85.8935597023118,38.21945710064295,-85.78659051406198,50,58,371,319,0.84441,1014,12523,0,none,clear,local,none,moderate
2025-05-06T20:36:08.525138,38.239922486209856,-85.62883039741968,38.265665885872814,-85.665382830024,93,93,37,37,1.0,682,5524,0,none,fog,local,none,low
2025-05-06T20:36:11.477422,38.21647026369502,-85.78903656786646,38.34990842550193,-85.65904458306484,49,60,131,107,1.0,1357,26915,0,none,snow,local,none,moderate
2025-05-06T20:36:14.330817,38.35011765500303,-85.92049656680975,38.34261766294441,-85.70009983374298,74,74,352,352,1.0,1734,29394,0,none,fog,local,none,low
2025-05-06T20:36:16.957705,38.197749912865966,-85.5375687117165,38.2420280712832,-85.73451421777641,116,116,187,187,1.0,1274,22211,0,none,clear,arterial,none,low
2025-05-06T20:36:19.632689,38.31030349310693,-85.70149955876974,38.13432467124573,-85.66806798200477,57,57,138,138,1.0,1661,29183,0,none,clear,local,none,low
2025-05-06T20:36:22.412381,38.13835968838693,-85.69207421763227,38.29596929725049,-85.7189593446086,67,67,130,130,1.0,1238,23590,0,none,snow,local,none,low
2025-05-06T20:36:25.416939,38.32597992088876,-85.80583492908887,38.24394943123874,-85.89835642327667,56,56,121,121,1.0,1248,19250,0,none,fog,arterial,none,low
2025-05-06T20:36:28.526750,38.20760187914518,-85.53460184891209,38.1681643267579,-85.66950271089172,109,109,95,95,1.0,1423,24138,0,none,clear,arterial,none,low
2025-05-06T20:36:31.457849,38.24295180493943,-85.65687448647333,38.27679466483474,-85.5965985127819,41,51,177,142,1.0,719,10845,0,none,snow,arterial,none,moderate
2025-05-06T20:36:34.065868,38.18943760815093,-85.80698264105625,38.18696615493706,-85.51503806262899,39,39,65,65,1.0,1457,34455,0,none,clear,highway,none,low
2025-05-06T20:36:36.749044,38.217130665561136,-85.59455493937102,38.241088981444896,-85.62844751577,49,61,191,154,1.0,613,6229,0,none,clear,highway,none,moderate
2025-05-06T20:36:39.420927,38.34285276298997,-85.51010781817087,38.18937979781638,-85.76927479033711,117,117,237,237,1.0,1353,37550,0,none,rain,arterial,none,low
2025-05-06T20:36:42.172875,38.232677580231865,-85.55491491893112,38.317717754171774,-85.51424593163533,113,113,111,111,1.0,1320,14631,0,none,snow,highway,none,low
2025-05-06T20:36:44.880972,38.27338598638524,-85.82552457478243,38.13690532571125,-85.81761290698262,59,59,55,55,1.0,1361,20237,0,none,rain,local,none,low
2025-05-06T20:36:47.636616,38.25437762179617,-85.82553431645947,38.22952213526975,-85.52930174156985,55,55,39,39,1.0,1473,32282,0,none,rain,highway,none,low
2025-05-06T20:36:51.066517,38.24017682603244,-85.66350451663463,38.31061964550072,-85.61327886648108,108,108,133,133,1.0,904,15262,0,none,clear,arterial,none,low
2025-05-06T20:36:56.723826,38.12923739955835,-85.76551940381216,38.34090691024564,-85.84743608508413,69,69,125,125,1.0,1998,31698,0,none,fog,arterial,none,low
2025-05-06T20:37:01.912171,38.303103426699806,-85.9069699141533,38.245158715685584,-85.6671137879025,104,104,94,94,1.0,1445,29903,0,none,clear,local,none,low
2025-05-06T20:37:04.728219,38.19873494208264,-85.70727284479422,38.34416326489892,-85.73886203996115,37,51,108,79,1.0,1023,22087,0,none,snow,arterial,none,high
2025-05-06T20:37:07.525469,38.33115313601011,-85.7437140152321,38.30025686906915,-85.53490900060002,50,50,140,140,1.0,1228,24614,0,none,snow,local,none,low
2025-05-06T20:37:10.283701,38.18800925476578,-85.73256523625965,38.20278077477083,-85.50877057166193,83,83,28,28,1.0,1111,26387,0,none,rain,arterial,none,low
2025-05-06T20:37:13.199854,38.18239761430733,-85.87566400799487,38.25625222542554,-85.84396693297623,65,81,81,65,1.0,1253,21323,0,none,fog,highway,none,moderate
2025-05-06T20:37:15.791375,38.28314605899763,-85.7656631278331,38.27872563304956,-85.58291164166825,87,87,52,52,1.0,1267,21365,0,none,rain,arterial,none,low
2025-05-06T20:37:18.503195,38.16157353367316,-85.68787261200542,38.1967408688983,-85.76227571313426,63,63,187,187,1.0,713,11165,0,none,clear,local,none,low
2025-05-06T20:37:21.507134,38.21577346419957,-85.81079495074407,38.2265505736934,-85.76154292695102,40,52,174,134,0.982092,606,5305,0,none,fog,highway,none,moderate
2025-05-06T20:37:24.325530,38.183606224631966,-85.5531899230446,38.19404455772553,-85.81551343625867,116,116,187,187,1.0,1861,31760,0,none,clear,local,none,low
2025-05-06T20:37:27.025415,38.15451471987267,-85.6823110894363,38.3381380610043,-85.56408916592642,67,67,175,175,1.0,2088,36031,0,none,clear,local,none,low
2025-05-06T20:37:29.888993,38.2118768941176,-85.69989183996931,38.18553007022316,-85.84501031199026,101,101,64,64,1.0,1073,20356,0,none,fog,highway,none,low
2025-05-06T20:37:32.553618,38.26977627712684,-85.73382812589176,38.23991449112863,-85.71794902461716,67,67,201,201,1.0,705,9655,0,none,clear,highway,none,low
2025-05-06T20:37:35.036486,38.16176037292999,-85.53074391560152,38.20215324857175,-85.5708171209339,116,116,187,187,1.0,813,7730,0,none,fog,local,none,low
2025-05-06T20:37:37.777593,38.13222967272667,-85.62894335253473,38.17090141965687,-85.74504872705577,60,60,66,66,1.0,1055,17705,0,none,rain,local,none,low
2025-05-06T20:37:40.951021,38.16280464695296,-85.63047781563918,38.26174886932995,-85.81580253235316,72,72,191,191,1.0,1753,31092,0,none,snow,highway,none,low
2025-05-06T20:37:44.084197,38.21889405030476,-85.8812270131497,38.34804066778453,-85.51931686097774,85,85,448,448,1.0,2375,48996,0,none,clear,arterial,none,low
2025-05-06T20:37:47.353404,38.29778263199549,-85.89739761926712,38.27438540488687,-85.7826007200997,105,105,92,92,1.0,1340,18238,0,none,rain,local,none,low
2025-05-06T20:37:50.322286,38.12826813808073,-85.55551377389693,38.33321183617159,-85.75782494364097,88,88,161,161,1.0,2075,42796,0,none,snow,local,none,low
2025-05-06T20:37:53.393244,38.33670961526208,-85.53763314111278,38.18271167338839,-85.74523966063316,117,117,237,237,1.0,1650,32524,0,none,rain,arterial,none,low
2025-05-06T20:37:56.358751,38.27059336424622,-85.83387623174382,38.19022045096391,-85.5218579977663,89,89,298,298,1.0,1629,38492,0,none,rain,local,none,low
2025-05-06T20:37:58.915454,38.168993322979375,-85.85085255860086,38.240014737877296,-85.64735125636,53,53,122,122,1.0,1440,23665,0,none,fog,highway,none,low
2025-05-06T20:38:01.647974,38.31594207500773,-85.8206394112833,38.3382063930764,-85.74222059933,39,48,218,177,0.997293,773,11709,0,none,snow,arterial,none,moderate
2025-05-06T20:38:04.210865,38.15195249023018,-85.54021179435945,38.311299379310576,-85.53679693272596,116,116,187,187,1.0,1323,25794,0,none,snow,arterial,none,low
2025-05-06T20:38:07.187358,38.27596444494719,-85.87018735521298,38.28406702420322,-85.52610022281934,62,62,421,421,1.0,1923,40234,0,none,snow,local,none,low
2025-05-06T20:38:10.290366,38.12722611897389,-85.65695794812845,38.301429967371135,-85.73354191434328,62,62,139,139,1.0,1741,31609,0,none,clear,local,none,low
2025-05-06T20:38:12.970886,38.20744297934968,-85.75562437740834,38.21022117278737,-85.74622875208452,71,71,23,23,1.0,237,1741,0,none,fog,arterial,none,low
2025-05-06T20:38:15.603696,38.28086411100136,-85.91838688996276,38.1410266367152,-85.53896609423698,119,119,258,258,1.0,1929,52086,0,none,snow,local,none,low
2025-05-06T20:38:18.894575,38.122634921977486,-85.61580173353771,38.15842120227666,-85.65638356279871,114,114,86,86,1.0,815,8023,0,none,fog,arterial,none,low
2025-05-06T20:38:21.980964,38.31040864373088,-85.92026987949555,38.20750289831684,-85.50736070351488,104,104,94,94,1.0,1769,42929,0,none,snow,arterial,none,low
2025-05-06T20:38:24.675827,38.28999153291133,-85.88665264321722,38.20736877386097,-85.59649710607266,62,62,423,423,1.0,1814,37705,0,none,clear,highway,none,low
2025-05-06T20:38:27.672349,38.13700743053519,-85.79140607990048,38.29602951877799,-85.86313012478233,60,60,159,159,1.0,1646,27080,0,none,clear,arterial,none,low
2025-05-06T20:38:30.868874,38.33444676207229,-85.79211882728019,38.29568233774864,-85.8180282250017,43,44,131,128,0.730313,588,5370,0,none,snow,local,none,low
2025-05-06T20:38:34.544527,38.18413786180847,-85.78791107537305,38.28227715567933,-85.80182070878637,31,38,223,182,0.939542,1232,21320,0,none,snow,arterial,none,moderate
2025-05-06T20:38:37.333302,38.28476111032534,-85.5249772580334,38.327690092434594,-85.58635414837664,114,114,112,112,1.0,800,11637,0,none,fog,highway,none,low
2025-05-06T20:38:40.311613,38.121008715628605,-85.58804331268044,38.22499385899577,-85.77730816248489,90,90,157,157,1.0,1549,28356,0,none,fog,local,none,low
2025-05-06T20:38:43.158775,38.242569804419546,-85.62936933882203,38.27857828034775,-85.62241971857614,93,93,37,37,1.0,573,6086,0,none,rain,arterial,none,low
2025-05-06T20:38:46.653249,38.16701236209436,-85.811345749327,38.30222523847864,-85.52533576235663,42,57,87,64,1.0,1978,39379,0,none,clear,local,none,high
2025-05-06T20:38:50.108782,38.32752421157958,-85.84653622031327,38.12152039258334,-85.52902128261611,109,109,124,124,1.0,3009,58034,0,none,fog,highway,none,low
2025-05-06T20:38:52.882235,38.34923197645036,-85.50934870573514,38.25748379154498,-85.70435237648664,117,117,237,237,1.0,1361,26802,0,none,rain,arterial,none,low
2025-05-06T20:38:56.009943,38.27292238645239,-85.71813970803171,38.26652835026354,-85.73623852937983,67,67,201,201,1.0,579,2904,0,none,rain,highway,none,low
2025-05-06T20:38:59.341247,38.2221734489127,-85.68803345054965,38.339233944140574,-85.81428605314073,41,41,212,212,1.0,1573,26550,0,none,rain,arterial,none,low
2025-05-06T20:39:02.195938,38.29077755859381,-85.78489989529771,38.24426985907241,-85.83646042879343,59,59,52,52,1.0,979,11224,0,none,snow,highway,none,low
2025-05-06T20:39:05.626625,38.24151368512468,-85.79861497680098,38.315494281763534,-85.68595027338006,41,41,148,148,1.0,1464,23404,0,none,fog,highway,none,low
2025-05-06T20:39:08.457212,38.26482493300511,-85.89398739207452,38.2289728385794,-85.72131517938506,71,71,228,228,1.0,1696,28242,0,none,rain,highway,none,low
2025-05-06T20:39:11.172252,38.26283434971491,-85.5344988263789,38.3189736195942,-85.72415692749857,65,65,196,196,1.0,1597,30696,0,none,fog,local,none,low
2025-05-06T20:39:14.050532,38.300275011297806,-85.72375190890251,38.15068517106376,-85.64992166501686,61,61,37,37,1.0,1585,27031,0,none,snow,highway,none,low
2025-05-06T20:39:16.745998,38.32886277511233,-85.77972498311169,38.24961108838077,-85.87423304565466,51,51,174,174,1.0,1538,17180,0,none,rain,local,none,low
2025-05-06T20:39:19.592074,38.19903724342801,-85.85705340197094,38.209694663717,-85.59276526573463,67,67,215,215,1.0,1505,31639,0,none,rain,local,none,low
2025-05-06T20:39:22.265811,38.33315735857344,-85.76142506665938,38.19007733372888,-85.86676125601747,113,113,109,109,1.0,1365,29022,0,none,fog,arterial,none,low
2025-05-06T20:39:25.040179,38.20767799483887,-85.89538529176983,38.201415598381104,-85.88298929321134,85,85,448,448,1.0,223,2238,0,none,clear,local,none,low
2025-05-06T20:39:27.702602,38.289289331161086,-85.51927571801907,38.24899285729907,-85.6607377336769,64,64,189,189,1.0,1106,24606,0,none,clear,arterial,none,low
2025-05-06T20:39:30.520189,38.32189096911099,-85.65329494786715,38.13600402955821,-85.73264197311737,50,50,300,300,1.0,1828,31067,0,none,clear,highway,none,low
2025-05-06T20:39:33.151191,38.15122991374494,-85.56516602534504,38.30634504528793,-85.60510687054456,116,116,96,96,1.0,1681,34227,0,none,clear,arterial,none,low
2025-05-06T20:39:35.783270,38.18235983056093,-85.78795980901819,38.288639626891445,-85.54777091455416,40,40,39,39,1.0,1595,28510,0,none,snow,local,none,low
2025-05-06T20:39:38.839487,38.2767306109456,-85.73037768769234,38.30302143171354,-85.79409188244169,49,49,72,72,1.0,698,8236,0,none,fog,highway,none,low
2025-05-06T20:39:41.421012,38.14345559570528,-85.69917567152004,38.172249869609225,-85.66475024055235,78,78,41,41,1.0,729,7523,0,none,fog,local,none,low
2025-05-06T20:39:44.018819,38.17382587711759,-85.87070700487921,38.31863343761716,-85.62662333648316,80,80,70,70,1.0,1638,36882,0,none,fog,arterial,none,low
2025-05-06T20:39:46.806723,38.12152012464129,-85.84098448154303,38.33724945553545,-85.55659231981689,51,51,311,311,1.0,2268,43809,0,none,snow,highway,none,low
2025-05-06T20:39:49.614708,38.22314903505284,-85.65032577421594,38.32477917000111,-85.6579474408135,82,82,21,21,1.0,1347,21913,0,none,rain,highway,none,low
2025-05-06T20:39:52.635391,38.24922381687075,-85.8281136947165,38.19370966628265,-85.77073516795548,56,56,60,60,1.0,766,14787,0,none,snow,local,none,low
2025-05-06T20:39:55.407462,38.3099596077074,-85.7357291179061,38.256979736319934,-85.55707662145015,54,54,225,225,1.0,1649,27631,0,none,rain,highway,none,low
2025-05-06T20:39:58.341055,38.17327157105234,-85.68727733232996,38.23455844928517,-85.65201782213774,62,62,61,61,1.0,904,12169,0,none,clear,arterial,none,low
2025-05-06T20:40:01.373130,38.12772970882487,-85.7186474933599,38.31652367875525,-85.85364850892267,55,55,169,169,1.0,1823,40018,0,none,rain,arterial,none,low
2025-05-06T20:40:04.253247,38.35031312824883,-85.64129191908545,38.27630789057663,-85.5768376700486,64,72,365,325,1.0,1449,19844,0,none,fog,highway,none,moderate
2025-05-06T20:40:07.019989,38.22198155105221,-85.83672090080849,38.12307301185304,-85.82129555962874,56,56,128,128,1.0,1466,19936,0,none,fog,highway,none,low
2025-05-06T20:40:09.861385,38.23594595243896,-85.53062917529999,38.29568623675207,-85.73157298067373,40,60,351,234,1.0,1407,26743,0,none,snow,local,none,high
2025-05-06T20:40:12.529582,38.12209205769769,-85.52917106642107,38.3472570897402,-85.59956501661205,0,0,0,0,0.0,2130,40394,0,none,snow,local,none,high
2025-05-06T20:40:15.290726,38.15397008349266,-85.90515438177313,38.33221412381881,-85.62832924836697,87,87,438,438,1.0,2151,48771,0,none,clear,arterial,none,low
2025-05-06T20:40:17.886289,38.18157949025986,-85.7471955512392,38.30206224245539,-85.59132559695361,51,51,17,17,1.0,1211,23472,0,none,snow,arterial,none,low
2025-05-06T20:40:20.960892,38.32367228202453,-85.6090384932297,38.2366273759902,-85.78909007564394,115,115,190,190,1.0,1413,24162,0,none,clear,local,none,low
2025-05-06T20:40:23.443173,38.33624554181721,-85.87661156327825,38.22605060726148,-85.74826996691205,61,61,153,153,1.0,1344,27776,0,none,fog,highway,none,low
2025-05-06T20:40:26.174661,38.21042589766508,-85.58954853044011,38.185203095141226,-85.71280228373291,60,60,195,195,1.0,1328,20171,0,none,snow,arterial,none,low
